TokenId,DateTime,Title,ArtistName,Playlistname,CategoryName
2905,05-12-2017 11:59:21,Abbott Vaccines Branded,BC-AVE-CH-E-1117,West and North IAP TV,IAP TV
2905,05-12-2017 11:57:42,Yolo - Curd,EC-YC-CN-H-0617,West and North IAP TV,IAP TV
2905,05-12-2017 11:56:11,Family Cleaning,EC-FC-GH-E-0617,West and North IAP TV,IAP TV
2905,05-12-2017 11:54:05,Sibling Rivalry,EC-SR-PT-E-0617,West and North IAP TV,IAP TV
2905,05-12-2017 11:54:02,Wipe 3,EC-WIPE-CP-E-0617,West and North IAP TV,IAP TV
2905,05-12-2017 11:52:36,Vitamin D,EC-VD-CH-E-0617,West and North IAP TV,IAP TV
2905,05-12-2017 11:49:04,How To Say No,EC-HTSN-PT-H-0617,West and North IAP TV,IAP TV
2905,05-12-2017 11:47:50,Outdoor Sports,EC-OS-GF-E-0617,West and North IAP TV,IAP TV
2905,05-12-2017 11:46:06,Furball 3 - Immunity - New,EC-F3I-CH-E-1017,West and North IAP TV,IAP TV
2905,05-12-2017 11:43:20,Recipe - Moong Sprout Dosa,EC-MSD-CN-E-1017,West and North IAP TV,IAP TV
2905,05-12-2017 11:41:56,Marico Saffola Branded Mushroom,BC-SAFM-CN-E-1017,West and North IAP TV,IAP TV
2905,05-12-2017 11:41:53,Wipe 2,EC-WIPE-CP-E-0617,West and North IAP TV,IAP TV
2905,05-12-2017 11:40:23,Germ Mascot,EC-GM-GH-E-0617,West and North IAP TV,IAP TV
2905,05-12-2017 11:37:44,Travelling With Kids,EC-TWK-PT-E-1017,West and North IAP TV,IAP TV
2905,05-12-2017 11:36:43,J&J How To Bathe Your Newborn,BC-JJHTB-PT-E-1017,West and North IAP TV,IAP TV
2905,05-12-2017 11:34:05,Recipe - Apple Ragi Porridge,EC-RARP-CN-E-1017,West and North IAP TV,IAP TV
2905,05-12-2017 11:34:02,Wipe 1,EC-WIPE-CP-E-0617,West and North IAP TV,IAP TV
2905,05-12-2017 11:30:49,Doctors Speak About IAP,EC-DS-GH-E-0617,West and North IAP TV,IAP TV
2905,05-12-2017 11:30:32,Channel ID,EC-CHID-CP-E-0617,West and North IAP TV,IAP TV
