TokenId,DateTime,Title,ArtistName,PlaylistName,CategoryName
885,8/30/2017 9:14:07 PM,Saath Saath 1 - Going Back To Work,EC-SS1-WE-H-0617,West & North,IAP TV
885,8/30/2017 9:14:04 PM,Wipe 4,EC-WIPE-CP-E-0617,West & North,IAP TV
885,8/30/2017 9:13:09 PM,Desk Exercise,EC-DE-GF-E-0617,West & North,IAP TV
885,8/30/2017 9:11:52 PM,Malnutrition Film,EC-MF-GN-E-0617,West & North,IAP TV
885,8/30/2017 9:10:21 PM,Family Cleaning,EC-FC-GH-E-0617,West & North,IAP TV
885,8/30/2017 9:08:15 PM,Sibling Rivalry,EC-SR-PT-E-0617,West & North,IAP TV
885,8/30/2017 9:08:12 PM,Wipe 3,EC-WIPE-CP-E-0617,West & North,IAP TV
885,8/30/2017 9:06:46 PM,Vitamin D,EC-VD-CH-E-0617,West & North,IAP TV
885,8/30/2017 9:06:20 PM,Good Food Habits,EC-GFH-CN-E-0617,West & North,IAP TV
885,8/30/2017 9:05:07 PM,Outdoor Sports,EC-OS-GF-E-0617,West & North,IAP TV
885,8/30/2017 9:03:41 PM,Pregnant Lullaby,EC-PL-MN-E-0617,West & North,IAP TV
885,8/30/2017 9:03:39 PM,Wipe 2,EC-WIPE-CP-E-0617,West & North,IAP TV
885,8/30/2017 9:03:08 PM,Brush Twice A Day,EC-BTAD-CH-E-0617,West & North,IAP TV
885,8/30/2017 8:59:35 PM,How To Say No,EC-HTSN-PT-H-0617,West & North,IAP TV
885,8/30/2017 8:57:57 PM,Yolo - Curd,EC-YC-CN-H-0617,West & North,IAP TV
885,8/30/2017 8:56:27 PM,Germ Mascot,EC-GM-GH-E-0617,West & North,IAP TV
885,8/30/2017 8:56:24 PM,Wipe 1,EC-WIPE-CP-E-0617,West & North,IAP TV
885,8/30/2017 8:53:11 PM,Doctors Speak About IAP,EC-DS-GH-E-0617,West & North,IAP TV
885,8/30/2017 8:52:52 PM,Channel ID,EC-CHID-CP-E-0617,West & North,IAP TV
885,8/30/2017 8:51:44 PM,Neonatal Lullaby,EC-NL-CH-E-0617,West & North,IAP TV
885,8/30/2017 8:50:44 PM,Society Aunty,EC-SA-CN-H-0617,West & North,IAP TV
885,8/30/2017 8:50:41 PM,Wipe 8,EC-WIPE-CP-E-0617,West & North,IAP TV
885,8/30/2017 8:46:34 PM,Time Table,EC-TT-GF-H-0617,West & North,IAP TV
885,8/30/2017 8:42:42 PM,Saath Saath 2 - Insurance,EC-SS2-WE-H-0617,West & North,IAP TV
885,8/30/2017 8:42:39 PM,Wipe 7,EC-WIPE-CP-E-0617,West & North,IAP TV
885,8/30/2017 8:41:38 PM,Poshan - Boss,EC-POB-GN-H-0617,West & North,IAP TV
885,8/30/2017 8:40:37 PM,Exclusive Breastfeeding For Six Months,EC-EBS-CN-H-0617,West & North,IAP TV
885,8/30/2017 8:39:12 PM,Yolo - Palak,EC-YP-CN-H-0617,West & North,IAP TV
885,8/30/2017 8:37:30 PM,Hi Zindagi - Raagi,EC-HZR-CN-E-0617,West & North,IAP TV
885,8/30/2017 8:37:04 PM,Nail Biting,EC-NB-CH-E-0617,West & North,IAP TV
885,8/30/2017 8:35:22 PM,Cleanliness Tips,EC-CT-CH-E-0617,West & North,IAP TV
885,8/30/2017 8:34:40 PM,Public Service PMSMA - 1,EC-PS1-MH-H-0617,West & North,IAP TV
885,8/30/2017 8:34:37 PM,Wipe 6,EC-WIPE-CP-E-0617,West & North,IAP TV
885,8/30/2017 8:31:03 PM,Immunisation For Every Child,EC-IMM-CH-H-0617,West & North,IAP TV
885,8/30/2017 8:29:33 PM,Growing Child Lullaby,EC-GCL-PT-E-0617,West & North,IAP TV
885,8/30/2017 8:28:13 PM,Furball 2 - Sleep,EC-F2S-CH-E-0617,West & North,IAP TV
885,8/30/2017 8:28:10 PM,Wipe 5,EC-WIPE-CP-E-0617,West & North,IAP TV
885,8/30/2017 8:21:11 PM,Saath Saath 1 - Going Back To Work,EC-SS1-WE-H-0617,West & North,IAP TV
885,8/30/2017 8:21:09 PM,Wipe 4,EC-WIPE-CP-E-0617,West & North,IAP TV
885,8/30/2017 8:20:14 PM,Desk Exercise,EC-DE-GF-E-0617,West & North,IAP TV
885,8/30/2017 8:18:57 PM,Malnutrition Film,EC-MF-GN-E-0617,West & North,IAP TV
885,8/30/2017 8:17:26 PM,Family Cleaning,EC-FC-GH-E-0617,West & North,IAP TV
885,8/30/2017 8:15:20 PM,Sibling Rivalry,EC-SR-PT-E-0617,West & North,IAP TV
885,8/30/2017 8:15:17 PM,Wipe 3,EC-WIPE-CP-E-0617,West & North,IAP TV
885,8/30/2017 8:13:51 PM,Vitamin D,EC-VD-CH-E-0617,West & North,IAP TV
885,8/30/2017 8:13:25 PM,Good Food Habits,EC-GFH-CN-E-0617,West & North,IAP TV
885,8/30/2017 8:12:11 PM,Outdoor Sports,EC-OS-GF-E-0617,West & North,IAP TV
885,8/30/2017 8:10:46 PM,Pregnant Lullaby,EC-PL-MN-E-0617,West & North,IAP TV
885,8/30/2017 8:10:43 PM,Wipe 2,EC-WIPE-CP-E-0617,West & North,IAP TV
885,8/30/2017 8:10:12 PM,Brush Twice A Day,EC-BTAD-CH-E-0617,West & North,IAP TV
885,8/30/2017 8:06:40 PM,How To Say No,EC-HTSN-PT-H-0617,West & North,IAP TV
885,8/30/2017 8:05:01 PM,Yolo - Curd,EC-YC-CN-H-0617,West & North,IAP TV
885,8/30/2017 8:03:31 PM,Germ Mascot,EC-GM-GH-E-0617,West & North,IAP TV
885,8/30/2017 8:03:28 PM,Wipe 1,EC-WIPE-CP-E-0617,West & North,IAP TV
885,8/30/2017 8:00:15 PM,Doctors Speak About IAP,EC-DS-GH-E-0617,West & North,IAP TV
885,8/30/2017 7:59:57 PM,Channel ID,EC-CHID-CP-E-0617,West & North,IAP TV
885,8/30/2017 7:58:50 PM,Neonatal Lullaby,EC-NL-CH-E-0617,West & North,IAP TV
885,8/30/2017 7:57:49 PM,Society Aunty,EC-SA-CN-H-0617,West & North,IAP TV
885,8/30/2017 7:57:46 PM,Wipe 8,EC-WIPE-CP-E-0617,West & North,IAP TV
885,8/30/2017 7:53:40 PM,Time Table,EC-TT-GF-H-0617,West & North,IAP TV
885,8/30/2017 7:49:48 PM,Saath Saath 2 - Insurance,EC-SS2-WE-H-0617,West & North,IAP TV
885,8/30/2017 7:49:45 PM,Wipe 7,EC-WIPE-CP-E-0617,West & North,IAP TV
885,8/30/2017 7:48:44 PM,Poshan - Boss,EC-POB-GN-H-0617,West & North,IAP TV
885,8/30/2017 7:47:43 PM,Exclusive Breastfeeding For Six Months,EC-EBS-CN-H-0617,West & North,IAP TV
885,8/30/2017 7:46:18 PM,Yolo - Palak,EC-YP-CN-H-0617,West & North,IAP TV
885,8/30/2017 7:44:36 PM,Hi Zindagi - Raagi,EC-HZR-CN-E-0617,West & North,IAP TV
885,8/30/2017 7:44:10 PM,Nail Biting,EC-NB-CH-E-0617,West & North,IAP TV
885,8/30/2017 7:42:28 PM,Cleanliness Tips,EC-CT-CH-E-0617,West & North,IAP TV
885,8/30/2017 7:41:45 PM,Public Service PMSMA - 1,EC-PS1-MH-H-0617,West & North,IAP TV
885,8/30/2017 7:41:43 PM,Wipe 6,EC-WIPE-CP-E-0617,West & North,IAP TV
885,8/30/2017 7:38:09 PM,Immunisation For Every Child,EC-IMM-CH-H-0617,West & North,IAP TV
885,8/30/2017 7:36:39 PM,Growing Child Lullaby,EC-GCL-PT-E-0617,West & North,IAP TV
885,8/30/2017 7:35:19 PM,Furball 2 - Sleep,EC-F2S-CH-E-0617,West & North,IAP TV
885,8/30/2017 7:35:16 PM,Wipe 5,EC-WIPE-CP-E-0617,West & North,IAP TV
885,8/30/2017 7:28:17 PM,Saath Saath 1 - Going Back To Work,EC-SS1-WE-H-0617,West & North,IAP TV
885,8/30/2017 7:28:15 PM,Wipe 4,EC-WIPE-CP-E-0617,West & North,IAP TV
885,8/30/2017 7:27:20 PM,Desk Exercise,EC-DE-GF-E-0617,West & North,IAP TV
885,8/30/2017 7:26:03 PM,Malnutrition Film,EC-MF-GN-E-0617,West & North,IAP TV
885,8/30/2017 7:24:32 PM,Family Cleaning,EC-FC-GH-E-0617,West & North,IAP TV
885,8/30/2017 7:22:26 PM,Sibling Rivalry,EC-SR-PT-E-0617,West & North,IAP TV
885,8/30/2017 7:22:24 PM,Wipe 3,EC-WIPE-CP-E-0617,West & North,IAP TV
885,8/30/2017 7:20:57 PM,Vitamin D,EC-VD-CH-E-0617,West & North,IAP TV
885,8/30/2017 7:20:31 PM,Good Food Habits,EC-GFH-CN-E-0617,West & North,IAP TV
885,8/30/2017 7:19:18 PM,Outdoor Sports,EC-OS-GF-E-0617,West & North,IAP TV
885,8/30/2017 7:17:53 PM,Pregnant Lullaby,EC-PL-MN-E-0617,West & North,IAP TV
885,8/30/2017 7:17:50 PM,Wipe 2,EC-WIPE-CP-E-0617,West & North,IAP TV
885,8/30/2017 7:17:19 PM,Brush Twice A Day,EC-BTAD-CH-E-0617,West & North,IAP TV
885,8/30/2017 7:13:46 PM,How To Say No,EC-HTSN-PT-H-0617,West & North,IAP TV
885,8/30/2017 7:12:08 PM,Yolo - Curd,EC-YC-CN-H-0617,West & North,IAP TV
885,8/30/2017 7:10:38 PM,Germ Mascot,EC-GM-GH-E-0617,West & North,IAP TV
885,8/30/2017 7:10:35 PM,Wipe 1,EC-WIPE-CP-E-0617,West & North,IAP TV
885,8/30/2017 7:07:21 PM,Doctors Speak About IAP,EC-DS-GH-E-0617,West & North,IAP TV
885,8/30/2017 7:07:04 PM,Channel ID,EC-CHID-CP-E-0617,West & North,IAP TV
885,8/29/2017 8:57:51 PM,Saath Saath 1 - Going Back To Work,EC-SS1-WE-H-0617,West & North,IAP TV
885,8/29/2017 8:57:48 PM,Wipe 4,EC-WIPE-CP-E-0617,West & North,IAP TV
885,8/29/2017 8:56:53 PM,Desk Exercise,EC-DE-GF-E-0617,West & North,IAP TV
885,8/29/2017 8:55:36 PM,Malnutrition Film,EC-MF-GN-E-0617,West & North,IAP TV
885,8/29/2017 8:54:05 PM,Family Cleaning,EC-FC-GH-E-0617,West & North,IAP TV
885,8/29/2017 8:51:59 PM,Sibling Rivalry,EC-SR-PT-E-0617,West & North,IAP TV
885,8/29/2017 8:51:56 PM,Wipe 3,EC-WIPE-CP-E-0617,West & North,IAP TV
885,8/29/2017 8:50:30 PM,Vitamin D,EC-VD-CH-E-0617,West & North,IAP TV
885,8/29/2017 8:50:04 PM,Good Food Habits,EC-GFH-CN-E-0617,West & North,IAP TV
885,8/29/2017 8:48:51 PM,Outdoor Sports,EC-OS-GF-E-0617,West & North,IAP TV
885,8/29/2017 8:47:25 PM,Pregnant Lullaby,EC-PL-MN-E-0617,West & North,IAP TV
885,8/29/2017 8:47:22 PM,Wipe 2,EC-WIPE-CP-E-0617,West & North,IAP TV
885,8/29/2017 8:46:52 PM,Brush Twice A Day,EC-BTAD-CH-E-0617,West & North,IAP TV
885,8/29/2017 8:43:19 PM,How To Say No,EC-HTSN-PT-H-0617,West & North,IAP TV
885,8/29/2017 8:41:41 PM,Yolo - Curd,EC-YC-CN-H-0617,West & North,IAP TV
885,8/29/2017 8:40:11 PM,Germ Mascot,EC-GM-GH-E-0617,West & North,IAP TV
885,8/29/2017 8:40:08 PM,Wipe 1,EC-WIPE-CP-E-0617,West & North,IAP TV
885,8/29/2017 8:36:54 PM,Doctors Speak About IAP,EC-DS-GH-E-0617,West & North,IAP TV
885,8/29/2017 8:36:37 PM,Channel ID,EC-CHID-CP-E-0617,West & North,IAP TV
885,8/29/2017 8:32:45 PM,Saath Saath 2 - Insurance,EC-SS2-WE-H-0617,West & North,IAP TV
885,8/29/2017 8:32:42 PM,Wipe 7,EC-WIPE-CP-E-0617,West & North,IAP TV
885,8/29/2017 8:31:41 PM,Poshan - Boss,EC-POB-GN-H-0617,West & North,IAP TV
885,8/29/2017 8:30:40 PM,Exclusive Breastfeeding For Six Months,EC-EBS-CN-H-0617,West & North,IAP TV
885,8/29/2017 8:29:15 PM,Yolo - Palak,EC-YP-CN-H-0617,West & North,IAP TV
885,8/29/2017 8:27:33 PM,Hi Zindagi - Raagi,EC-HZR-CN-E-0617,West & North,IAP TV
885,8/29/2017 8:27:07 PM,Nail Biting,EC-NB-CH-E-0617,West & North,IAP TV
885,8/29/2017 8:25:25 PM,Cleanliness Tips,EC-CT-CH-E-0617,West & North,IAP TV
885,8/29/2017 8:24:42 PM,Public Service PMSMA - 1,EC-PS1-MH-H-0617,West & North,IAP TV
885,8/29/2017 8:24:39 PM,Wipe 6,EC-WIPE-CP-E-0617,West & North,IAP TV
885,8/29/2017 8:21:06 PM,Immunisation For Every Child,EC-IMM-CH-H-0617,West & North,IAP TV
885,8/29/2017 8:19:36 PM,Growing Child Lullaby,EC-GCL-PT-E-0617,West & North,IAP TV
885,8/29/2017 8:18:15 PM,Furball 2 - Sleep,EC-F2S-CH-E-0617,West & North,IAP TV
885,8/29/2017 8:18:13 PM,Wipe 5,EC-WIPE-CP-E-0617,West & North,IAP TV
885,8/29/2017 8:11:14 PM,Saath Saath 1 - Going Back To Work,EC-SS1-WE-H-0617,West & North,IAP TV
885,8/29/2017 8:11:11 PM,Wipe 4,EC-WIPE-CP-E-0617,West & North,IAP TV
885,8/29/2017 8:10:17 PM,Desk Exercise,EC-DE-GF-E-0617,West & North,IAP TV
885,8/29/2017 8:09:00 PM,Malnutrition Film,EC-MF-GN-E-0617,West & North,IAP TV
885,8/29/2017 8:07:28 PM,Family Cleaning,EC-FC-GH-E-0617,West & North,IAP TV
885,8/29/2017 8:05:23 PM,Sibling Rivalry,EC-SR-PT-E-0617,West & North,IAP TV
885,8/29/2017 8:05:20 PM,Wipe 3,EC-WIPE-CP-E-0617,West & North,IAP TV
885,8/29/2017 8:03:53 PM,Vitamin D,EC-VD-CH-E-0617,West & North,IAP TV
885,8/29/2017 8:03:27 PM,Good Food Habits,EC-GFH-CN-E-0617,West & North,IAP TV
885,8/29/2017 8:02:14 PM,Outdoor Sports,EC-OS-GF-E-0617,West & North,IAP TV
885,8/29/2017 8:00:49 PM,Pregnant Lullaby,EC-PL-MN-E-0617,West & North,IAP TV
